  Frequency             P(V(N00173)/ V(V3:+)) V(U1:-)               V(U1:+)              
  5.035006087879e+000  -2.890350331230e-004  9.999632541843e-001  1.000000000000e+000  
  5.046612975635e+000  -2.897013276872e-004  9.999632541843e-001  1.000000000000e+000  
  5.058246620031e+000  -2.903691582190e-004  9.999632541843e-001  1.000000000000e+000  
  5.069907082747e+000  -2.910385282592e-004  9.999632541843e-001  1.000000000000e+000  
  5.081594425605e+000  -2.917094413566e-004  9.999632541843e-001  1.000000000000e+000  
  5.093308710572e+000  -2.923819010686e-004  9.999632541843e-001  1.000000000000e+000  
  5.105049999754e+000  -2.930559109602e-004  9.999632541843e-001  1.000000000000e+000  
  5.116818355403e+000  -2.937314746051e-004  9.999632541844e-001  1.000000000000e+000  
  5.128613839913e+000  -2.944085955851e-004  9.999632541844e-001  1.000000000000e+000  
  5.140436515824e+000  -2.950872774901e-004  9.999632541844e-001  1.000000000000e+000  
  5.152286445817e+000  -2.957675239184e-004  9.999632541844e-001  1.000000000000e+000  
  5.164163692721e+000  -2.964493384768e-004  9.999632541844e-001  1.000000000000e+000  
  5.176068319505e+000  -2.971327247800e-004  9.999632541844e-001  1.000000000000e+000  
  5.188000389289e+000  -2.978176864514e-004  9.999632541844e-001  1.000000000000e+000  
  5.199959965335e+000  -2.985042271225e-004  9.999632541844e-001  1.000000000000e+000  
  5.211947111051e+000  -2.991923504333e-004  9.999632541844e-001  1.000000000000e+000  
  5.223961889991e+000  -2.998820600321e-004  9.999632541844e-001  1.000000000000e+000  
  5.236004365857e+000  -3.005733595758e-004  9.999632541845e-001  1.000000000000e+000  
  5.248074602498e+000  -3.012662527295e-004  9.999632541845e-001  1.000000000000e+000  
  5.260172663907e+000  -3.019607431669e-004  9.999632541845e-001  1.000000000000e+000  
  5.272298614228e+000  -3.026568345701e-004  9.999632541845e-001  1.000000000000e+000  
  5.284452517752e+000  -3.033545306297e-004  9.999632541845e-001  1.000000000000e+000  
  5.296634438916e+000  -3.040538350448e-004  9.999632541845e-001  1.000000000000e+000  
  5.308844442310e+000  -3.047547515231e-004  9.999632541845e-001  1.000000000000e+000  
  5.321082592668e+000  -3.054572837807e-004  9.999632541845e-001  1.000000000000e+000  
  5.333348954876e+000  -3.061614355425e-004  9.999632541845e-001  1.000000000000e+000  
  5.345643593970e+000  -3.068672105417e-004  9.999632541845e-001  1.000000000000e+000  
  5.357966575133e+000  -3.075746125203e-004  9.999632541846e-001  1.000000000000e+000  
  5.370317963702e+000  -3.082836452289e-004  9.999632541846e-001  1.000000000000e+000  
  5.382697825163e+000  -3.089943124267e-004  9.999632541846e-001  1.000000000000e+000  
  5.395106225151e+000  -3.097066178815e-004  9.999632541846e-001  1.000000000000e+000  
  5.407543229456e+000  -3.104205653701e-004  9.999632541846e-001  1.000000000000e+000  
  5.420008904016e+000  -3.111361586775e-004  9.999632541846e-001  1.000000000000e+000  
  5.432503314924e+000  -3.118534015979e-004  9.999632541846e-001  1.000000000000e+000  
  5.445026528424e+000  -3.125722979340e-004  9.999632541846e-001  1.000000000000e+000  
  5.457578610912e+000  -3.132928514973e-004  9.999632541846e-001  1.000000000000e+000  
  5.470159628940e+000  -3.140150661081e-004  9.999632541847e-001  1.000000000000e+000  
  5.482769649208e+000  -3.147389455956e-004  9.999632541847e-001  1.000000000000e+000  
  5.495408738576e+000  -3.154644937976e-004  9.999632541847e-001  1.000000000000e+000  
  5.508076964054e+000  -3.161917145609e-004  9.999632541847e-001  1.000000000000e+000  
  5.520774392807e+000  -3.169206117412e-004  9.999632541847e-001  1.000000000000e+000  
  5.533501092157e+000  -3.176511892031e-004  9.999632541847e-001  1.000000000000e+000  
  5.546257129579e+000  -3.183834508200e-004  9.999632541847e-001  1.000000000000e+000  
  5.559042572704e+000  -3.191174004742e-004  9.999632541847e-001  1.000000000000e+000  
  5.571857489319e+000  -3.198530420571e-004  9.999632541847e-001  1.000000000000e+000  
  5.584701947368e+000  -3.205903794690e-004  9.999632541848e-001  1.000000000000e+000  
  5.597576014951e+000  -3.213294166192e-004  9.999632541848e-001  1.000000000000e+000  
  5.610479760324e+000  -3.220701574259e-004  9.999632541848e-001  1.000000000000e+000  
  5.623413251903e+000  -3.228126058166e-004  9.999632541848e-001  1.000000000000e+000  
  5.636376558259e+000  -3.235567657275e-004  9.999632541848e-001  1.000000000000e+000  
  5.649369748123e+000  -3.243026411043e-004  9.999632541848e-001  1.000000000000e+000  
  5.662392890382e+000  -3.250502359013e-004  9.999632541848e-001  1.000000000000e+000  
  5.675446054085e+000  -3.257995540823e-004  9.999632541848e-001  1.000000000000e+000  
  5.688529308438e+000  -3.265505996202e-004  9.999632541848e-001  1.000000000000e+000  
  5.701642722807e+000  -3.273033764968e-004  9.999632541849e-001  1.000000000000e+000  
  5.714786366718e+000  -3.280578887034e-004  9.999632541849e-001  1.000000000000e+000  
  5.727960309858e+000  -3.288141402402e-004  9.999632541849e-001  1.000000000000e+000  
  5.741164622073e+000  -3.295721351168e-004  9.999632541849e-001  1.000000000000e+000  
  5.754399373371e+000  -3.303318773521e-004  9.999632541849e-001  1.000000000000e+000  
  5.767664633922e+000  -3.310933709741e-004  9.999632541849e-001  1.000000000000e+000  
  5.780960474057e+000  -3.318566200203e-004  9.999632541849e-001  1.000000000000e+000  
  5.794286964269e+000  -3.326216285371e-004  9.999632541849e-001  1.000000000000e+000  
  5.807644175213e+000  -3.333884005808e-004  9.999632541850e-001  1.000000000000e+000  
  5.821032177708e+000  -3.341569402165e-004  9.999632541850e-001  1.000000000000e+000  
  5.834451042737e+000  -3.349272515191e-004  9.999632541850e-001  1.000000000000e+000  
  5.847900841445e+000  -3.356993385727e-004  9.999632541850e-001  1.000000000000e+000  
  5.861381645140e+000  -3.364732054707e-004  9.999632541850e-001  1.000000000000e+000  
  5.874893525298e+000  -3.372488563162e-004  9.999632541850e-001  1.000000000000e+000  
  5.888436553556e+000  -3.380262952215e-004  9.999632541850e-001  1.000000000000e+000  
  5.902010801718e+000  -3.388055263086e-004  9.999632541850e-001  1.000000000000e+000  
  5.915616341754e+000  -3.395865537088e-004  9.999632541850e-001  1.000000000000e+000  
  5.929253245800e+000  -3.403693815632e-004  9.999632541851e-001  1.000000000000e+000  
  5.942921586155e+000  -3.411540140221e-004  9.999632541851e-001  1.000000000000e+000  
  5.956621435290e+000  -3.419404552457e-004  9.999632541851e-001  1.000000000000e+000  
  5.970352865838e+000  -3.427287094035e-004  9.999632541851e-001  1.000000000000e+000  
  5.984115950603e+000  -3.435187806748e-004  9.999632541851e-001  1.000000000000e+000  
  5.997910762555e+000  -3.443106732485e-004  9.999632541851e-001  1.000000000000e+000  
  6.011737374833e+000  -3.451043913232e-004  9.999632541851e-001  1.000000000000e+000  
  6.025595860743e+000  -3.458999391069e-004  9.999632541852e-001  1.000000000000e+000  
  6.039486293764e+000  -3.466973208177e-004  9.999632541852e-001  1.000000000000e+000  
  6.053408747539e+000  -3.474965406832e-004  9.999632541852e-001  1.000000000000e+000  
  6.067363295885e+000  -3.482976029407e-004  9.999632541852e-001  1.000000000000e+000  
  6.081350012787e+000  -3.491005118374e-004  9.999632541852e-001  1.000000000000e+000  
  6.095368972401e+000  -3.499052716304e-004  9.999632541852e-001  1.000000000000e+000  
  6.109420249055e+000  -3.507118865862e-004  9.999632541852e-001  1.000000000000e+000  
  6.123503917247e+000  -3.515203609815e-004  9.999632541852e-001  1.000000000000e+000  
  6.137620051648e+000  -3.523306991029e-004  9.999632541853e-001  1.000000000000e+000  
  6.151768727098e+000  -3.531429052465e-004  9.999632541853e-001  1.000000000000e+000  
  6.165950018615e+000  -3.539569837186e-004  9.999632541853e-001  1.000000000000e+000  
  6.180164001384e+000  -3.547729388354e-004  9.999632541853e-001  1.000000000000e+000  
  6.194410750768e+000  -3.555907749230e-004  9.999632541853e-001  1.000000000000e+000  
  6.208690342300e+000  -3.564104963176e-004  9.999632541853e-001  1.000000000000e+000  
  6.223002851691e+000  -3.572321073650e-004  9.999632541853e-001  1.000000000000e+000  
  6.237348354824e+000  -3.580556124216e-004  9.999632541854e-001  1.000000000000e+000  
  6.251726927757e+000  -3.588810158534e-004  9.999632541854e-001  1.000000000000e+000  
  6.266138646723e+000  -3.597083220366e-004  9.999632541854e-001  1.000000000000e+000  
  6.280583588133e+000  -3.605375353575e-004  9.999632541854e-001  1.000000000000e+000  
  6.295061828572e+000  -3.613686602125e-004  9.999632541854e-001  1.000000000000e+000  
  6.309573444802e+000  -3.622017010082e-004  9.999632541854e-001  1.000000000000e+000  
  6.324118513762e+000  -3.630366621613e-004  9.999632541854e-001  1.000000000000e+000  
  6.338697112569e+000  -3.638735480986e-004  9.999632541855e-001  1.000000000000e+000  
  6.353309318517e+000  -3.647123632572e-004  9.999632541855e-001  1.000000000000e+000  
  6.367955209079e+000  -3.655531120845e-004  9.999632541855e-001  1.000000000000e+000  
  6.382634861905e+000  -3.663957990380e-004  9.999632541855e-001  1.000000000000e+000  
  6.397348354826e+000  -3.672404285855e-004  9.999632541855e-001  1.000000000000e+000  
  6.412095765851e+000  -3.680870052053e-004  9.999632541855e-001  1.000000000000e+000  
  6.426877173170e+000  -3.689355333857e-004  9.999632541855e-001  1.000000000000e+000  
  6.441692655151e+000  -3.697860176255e-004  9.999632541856e-001  1.000000000000e+000  
  6.456542290346e+000  -3.706384624340e-004  9.999632541856e-001  1.000000000000e+000  
  6.471426157486e+000  -3.714928723308e-004  9.999632541856e-001  1.000000000000e+000  
  6.486344335482e+000  -3.723492518458e-004  9.999632541856e-001  1.000000000000e+000  
  6.501296903431e+000  -3.732076055194e-004  9.999632541856e-001  1.000000000000e+000  
  6.516283940608e+000  -3.740679379027e-004  9.999632541856e-001  1.000000000000e+000  
  6.531305526474e+000  -3.749302535569e-004  9.999632541857e-001  1.000000000000e+000  
  6.546361740672e+000  -3.757945570539e-004  9.999632541857e-001  1.000000000000e+000  
  6.561452663029e+000  -3.766608529763e-004  9.999632541857e-001  1.000000000000e+000  
  6.576578373554e+000  -3.775291459171e-004  9.999632541857e-001  1.000000000000e+000  
  6.591738952443e+000  -3.783994404798e-004  9.999632541857e-001  1.000000000000e+000  
  6.606934480076e+000  -3.792717412787e-004  9.999632541857e-001  1.000000000000e+000  
  6.622165037017e+000  -3.801460529385e-004  9.999632541857e-001  1.000000000000e+000  
  6.637430704019e+000  -3.810223800950e-004  9.999632541858e-001  1.000000000000e+000  
  6.652731562017e+000  -3.819007273941e-004  9.999632541858e-001  1.000000000000e+000  
  6.668067692136e+000  -3.827810994929e-004  9.999632541858e-001  1.000000000000e+000  
  6.683439175686e+000  -3.836635010590e-004  9.999632541858e-001  1.000000000000e+000  
  6.698846094165e+000  -3.845479367707e-004  9.999632541858e-001  1.000000000000e+000  
  6.714288529259e+000  -3.854344113174e-004  9.999632541858e-001  1.000000000000e+000  
  6.729766562843e+000  -3.863229293989e-004  9.999632541859e-001  1.000000000000e+000  
  6.745280276979e+000  -3.872134957261e-004  9.999632541859e-001  1.000000000000e+000  
  6.760829753920e+000  -3.881061150208e-004  9.999632541859e-001  1.000000000000e+000  
  6.776415076106e+000  -3.890007920154e-004  9.999632541859e-001  1.000000000000e+000  
  6.792036326172e+000  -3.898975314535e-004  9.999632541859e-001  1.000000000000e+000  
  6.807693586937e+000  -3.907963380895e-004  9.999632541859e-001  1.000000000000e+000  
  6.823386941416e+000  -3.916972166888e-004  9.999632541860e-001  1.000000000000e+000  
  6.839116472814e+000  -3.926001720277e-004  9.999632541860e-001  1.000000000000e+000  
  6.854882264526e+000  -3.935052088937e-004  9.999632541860e-001  1.000000000000e+000  
  6.870684400142e+000  -3.944123320851e-004  9.999632541860e-001  1.000000000000e+000  
  6.886522963442e+000  -3.953215464115e-004  9.999632541860e-001  1.000000000000e+000  
  6.902398038402e+000  -3.962328566933e-004  9.999632541860e-001  1.000000000000e+000  
  6.918309709189e+000  -3.971462677623e-004  9.999632541861e-001  1.000000000000e+000  
  6.934258060165e+000  -3.980617844612e-004  9.999632541861e-001  1.000000000000e+000  
  6.950243175888e+000  -3.989794116441e-004  9.999632541861e-001  1.000000000000e+000  
  6.966265141107e+000  -3.998991541762e-004  9.999632541861e-001  1.000000000000e+000  
  6.982324040771e+000  -4.008210169337e-004  9.999632541861e-001  1.000000000000e+000  
  6.998419960022e+000  -4.017450048044e-004  9.999632541861e-001  1.000000000000e+000  
  7.014552984199e+000  -4.026711226871e-004  9.999632541862e-001  1.000000000000e+000  
  7.030723198838e+000  -4.035993754920e-004  9.999632541862e-001  1.000000000000e+000  
  7.046930689671e+000  -4.045297681407e-004  9.999632541862e-001  1.000000000000e+000  
  7.063175542629e+000  -4.054623055658e-004  9.999632541862e-001  1.000000000000e+000  
  7.079457843841e+000  -4.063969927118e-004  9.999632541862e-001  1.000000000000e+000  
  7.095777679634e+000  -4.073338345342e-004  9.999632541863e-001  1.000000000000e+000  
  7.112135136533e+000  -4.082728360000e-004  9.999632541863e-001  1.000000000000e+000  
  7.128530301265e+000  -4.092140020877e-004  9.999632541863e-001  1.000000000000e+000  
  7.144963260755e+000  -4.101573377874e-004  9.999632541863e-001  1.000000000000e+000  
  7.161434102129e+000  -4.111028481004e-004  9.999632541863e-001  1.000000000000e+000  
  7.177942912713e+000  -4.120505380398e-004  9.999632541863e-001  1.000000000000e+000  
  7.194489780037e+000  -4.130004126301e-004  9.999632541864e-001  1.000000000000e+000  
  7.211074791829e+000  -4.139524769075e-004  9.999632541864e-001  1.000000000000e+000  
  7.227698036021e+000  -4.149067359198e-004  9.999632541864e-001  1.000000000000e+000  
  7.244359600750e+000  -4.158631947262e-004  9.999632541864e-001  1.000000000000e+000  
  7.261059574351e+000  -4.168218583979e-004  9.999632541864e-001  1.000000000000e+000  
  7.277798045368e+000  -4.177827320176e-004  9.999632541865e-001  1.000000000000e+000  
  7.294575102545e+000  -4.187458206798e-004  9.999632541865e-001  1.000000000000e+000  
  7.311390834834e+000  -4.197111294906e-004  9.999632541865e-001  1.000000000000e+000  
  7.328245331389e+000  -4.206786635680e-004  9.999632541865e-001  1.000000000000e+000  
  7.345138681571e+000  -4.216484280419e-004  9.999632541865e-001  1.000000000000e+000  
  7.362070974947e+000  -4.226204280537e-004  9.999632541866e-001  1.000000000000e+000  
  7.379042301291e+000  -4.235946687570e-004  9.999632541866e-001  1.000000000000e+000  
  7.396052750582e+000  -4.245711553170e-004  9.999632541866e-001  1.000000000000e+000  
  7.413102413009e+000  -4.255498929111e-004  9.999632541866e-001  1.000000000000e+000  
  7.430191378967e+000  -4.265308867283e-004  9.999632541866e-001  1.000000000000e+000  
  7.447319739060e+000  -4.275141419698e-004  9.999632541867e-001  1.000000000000e+000  
  7.464487584100e+000  -4.284996638487e-004  9.999632541867e-001  1.000000000000e+000  
  7.481695005111e+000  -4.294874575902e-004  9.999632541867e-001  1.000000000000e+000  
  7.498942093324e+000  -4.304775284315e-004  9.999632541867e-001  1.000000000000e+000  
  7.516228940182e+000  -4.314698816217e-004  9.999632541867e-001  1.000000000000e+000  
  7.533555637337e+000  -4.324645224223e-004  9.999632541868e-001  1.000000000000e+000  
  7.550922276654e+000  -4.334614561068e-004  9.999632541868e-001  1.000000000000e+000  
  7.568328950209e+000  -4.344606879607e-004  9.999632541868e-001  1.000000000000e+000  
  7.585775750291e+000  -4.354622232820e-004  9.999632541868e-001  1.000000000000e+000  
  7.603262769401e+000  -4.364660673806e-004  9.999632541868e-001  1.000000000000e+000  
  7.620790100254e+000  -4.374722255789e-004  9.999632541869e-001  1.000000000000e+000  
  7.638357835777e+000  -4.384807032113e-004  9.999632541869e-001  1.000000000000e+000  
  7.655966069112e+000  -4.394915056248e-004  9.999632541869e-001  1.000000000000e+000  
  7.673614893618e+000  -4.405046381785e-004  9.999632541869e-001  1.000000000000e+000  
  7.691304402866e+000  -4.415201062440e-004  9.999632541869e-001  1.000000000000e+000  
  7.709034690644e+000  -4.425379152051e-004  9.999632541870e-001  1.000000000000e+000  
  7.726805850957e+000  -4.435580704582e-004  9.999632541870e-001  1.000000000000e+000  
  7.744617978025e+000  -4.445805774120e-004  9.999632541870e-001  1.000000000000e+000  
  7.762471166287e+000  -4.456054414878e-004  9.999632541870e-001  1.000000000000e+000  
  7.780365510398e+000  -4.466326681192e-004  9.999632541871e-001  1.000000000000e+000  
  7.798301105232e+000  -4.476622627526e-004  9.999632541871e-001  1.000000000000e+000  
  7.816278045883e+000  -4.486942308468e-004  9.999632541871e-001  1.000000000000e+000  
  7.834296427662e+000  -4.497285778731e-004  9.999632541871e-001  1.000000000000e+000  
  7.852356346100e+000  -4.507653093156e-004  9.999632541871e-001  1.000000000000e+000  
  7.870457896951e+000  -4.518044306708e-004  9.999632541872e-001  1.000000000000e+000  
  7.888601176185e+000  -4.528459474482e-004  9.999632541872e-001  1.000000000000e+000  
  7.906786279998e+000  -4.538898651697e-004  9.999632541872e-001  1.000000000000e+000  
  7.925013304804e+000  -4.549361893701e-004  9.999632541872e-001  1.000000000000e+000  
  7.943282347242e+000  -4.559849255969e-004  9.999632541873e-001  1.000000000000e+000  
  7.961593504173e+000  -4.570360794104e-004  9.999632541873e-001  1.000000000000e+000  
  7.979946872679e+000  -4.580896563836e-004  9.999632541873e-001  1.000000000000e+000  
  7.998342550070e+000  -4.591456621027e-004  9.999632541873e-001  1.000000000000e+000  
  8.016780633876e+000  -4.602041021663e-004  9.999632541873e-001  1.000000000000e+000  
  8.035261221856e+000  -4.612649821862e-004  9.999632541874e-001  1.000000000000e+000  
  8.053784411990e+000  -4.623283077872e-004  9.999632541874e-001  1.000000000000e+000  
  8.072350302488e+000  -4.633940846068e-004  9.999632541874e-001  1.000000000000e+000  
  8.090958991783e+000  -4.644623182958e-004  9.999632541874e-001  1.000000000000e+000  
  8.109610578538e+000  -4.655330145177e-004  9.999632541875e-001  1.000000000000e+000  
  8.128305161641e+000  -4.666061789493e-004  9.999632541875e-001  1.000000000000e+000  
  8.147042840208e+000  -4.676818172805e-004  9.999632541875e-001  1.000000000000e+000  
  8.165823713586e+000  -4.687599352140e-004  9.999632541875e-001  1.000000000000e+000  
  8.184647881347e+000  -4.698405384661e-004  9.999632541876e-001  1.000000000000e+000  
  8.203515443298e+000  -4.709236327660e-004  9.999632541876e-001  1.000000000000e+000  
  8.222426499470e+000  -4.720092238560e-004  9.999632541876e-001  1.000000000000e+000  
  8.241381150130e+000  -4.730973174920e-004  9.999632541876e-001  1.000000000000e+000  
  8.260379495771e+000  -4.741879194429e-004  9.999632541877e-001  1.000000000000e+000  
  8.279421637123e+000  -4.752810354909e-004  9.999632541877e-001  1.000000000000e+000  
  8.298507675144e+000  -4.763766714317e-004  9.999632541877e-001  1.000000000000e+000  
  8.317637711026e+000  -4.774748330741e-004  9.999632541877e-001  1.000000000000e+000  
  8.336811846196e+000  -4.785755262406e-004  9.999632541878e-001  1.000000000000e+000  
  8.356030182312e+000  -4.796787567669e-004  9.999632541878e-001  1.000000000000e+000  
  8.375292821268e+000  -4.807845305022e-004  9.999632541878e-001  1.000000000000e+000  
  8.394599865194e+000  -4.818928533092e-004  9.999632541878e-001  1.000000000000e+000  
  8.413951416452e+000  -4.830037310641e-004  9.999632541879e-001  1.000000000000e+000  
  8.433347577642e+000  -4.841171696568e-004  9.999632541879e-001  1.000000000000e+000  
  8.452788451602e+000  -4.852331749905e-004  9.999632541879e-001  1.000000000000e+000  
  8.472274141406e+000  -4.863517529822e-004  9.999632541879e-001  1.000000000000e+000  
  8.491804750363e+000  -4.874729095624e-004  9.999632541880e-001  1.000000000000e+000  
  8.511380382023e+000  -4.885966506755e-004  9.999632541880e-001  1.000000000000e+000  
  8.531001140175e+000  -4.897229822795e-004  9.999632541880e-001  1.000000000000e+000  
  8.550667128846e+000  -4.908519103459e-004  9.999632541880e-001  1.000000000000e+000  
  8.570378452303e+000  -4.919834408602e-004  9.999632541881e-001  1.000000000000e+000  
  8.590135215054e+000  -4.931175798219e-004  9.999632541881e-001  1.000000000000e+000  
  8.609937521846e+000  -4.942543332438e-004  9.999632541881e-001  1.000000000000e+000  
  8.629785477669e+000  -4.953937071530e-004  9.999632541881e-001  1.000000000000e+000  
  8.649679187756e+000  -4.965357075903e-004  9.999632541882e-001  1.000000000000e+000  
  8.669618757582e+000  -4.976803406105e-004  9.999632541882e-001  1.000000000000e+000  
  8.689604292863e+000  -4.988276122824e-004  9.999632541882e-001  1.000000000000e+000  
  8.709635899560e+000  -4.999775286886e-004  9.999632541883e-001  1.000000000000e+000  
  8.729713683881e+000  -5.011300959258e-004  9.999632541883e-001  1.000000000000e+000  
  8.749837752274e+000  -5.022853201050e-004  9.999632541883e-001  1.000000000000e+000  
  8.770008211436e+000  -5.034432073509e-004  9.999632541883e-001  1.000000000000e+000  
  8.790225168308e+000  -5.046037638026e-004  9.999632541884e-001  1.000000000000e+000  
  8.810488730080e+000  -5.057669956132e-004  9.999632541884e-001  1.000000000000e+000  
  8.830799004185e+000  -5.069329089501e-004  9.999632541884e-001  1.000000000000e+000  
  8.851156098308e+000  -5.081015099948e-004  9.999632541885e-001  1.000000000000e+000  
  8.871560120379e+000  -5.092728049431e-004  9.999632541885e-001  1.000000000000e+000  
  8.892011178579e+000  -5.104468000051e-004  9.999632541885e-001  1.000000000000e+000  
  8.912509381337e+000  -5.116235014053e-004  9.999632541885e-001  1.000000000000e+000  
  8.933054837332e+000  -5.128029153823e-004  9.999632541886e-001  1.000000000000e+000  
  8.953647655495e+000  -5.139850481894e-004  9.999632541886e-001  1.000000000000e+000  
  8.974287945007e+000  -5.151699060940e-004  9.999632541886e-001  1.000000000000e+000  
  8.994975815300e+000  -5.163574953781e-004  9.999632541887e-001  1.000000000000e+000  
  9.015711376059e+000  -5.175478223383e-004  9.999632541887e-001  1.000000000000e+000  
  9.036494737223e+000  -5.187408932856e-004  9.999632541887e-001  1.000000000000e+000  
  9.057326008982e+000  -5.199367145454e-004  9.999632541887e-001  1.000000000000e+000  
  9.078205301781e+000  -5.211352924579e-004  9.999632541888e-001  1.000000000000e+000  
  9.099132726322e+000  -5.223366333779e-004  9.999632541888e-001  1.000000000000e+000  
  9.120108393559e+000  -5.235407436746e-004  9.999632541888e-001  1.000000000000e+000  
  9.141132414702e+000  -5.247476297324e-004  9.999632541889e-001  1.000000000000e+000  
  9.162204901220e+000  -5.259572979497e-004  9.999632541889e-001  1.000000000000e+000  
  9.183325964835e+000  -5.271697547404e-004  9.999632541889e-001  1.000000000000e+000  
  9.204495717531e+000  -5.283850065326e-004  9.999632541890e-001  1.000000000000e+000  
  9.225714271547e+000  -5.296030597695e-004  9.999632541890e-001  1.000000000000e+000  
  9.246981739382e+000  -5.308239209091e-004  9.999632541890e-001  1.000000000000e+000  
  9.268298233793e+000  -5.320475964243e-004  9.999632541890e-001  1.000000000000e+000  
  9.289663867799e+000  -5.332740928029e-004  9.999632541891e-001  1.000000000000e+000  
  9.311078754678e+000  -5.345034165476e-004  9.999632541891e-001  1.000000000000e+000  
  9.332543007969e+000  -5.357355741762e-004  9.999632541891e-001  1.000000000000e+000  
  9.354056741475e+000  -5.369705722216e-004  9.999632541892e-001  1.000000000000e+000  
  9.375620069258e+000  -5.382084172314e-004  9.999632541892e-001  1.000000000000e+000  
  9.397233105646e+000  -5.394491157687e-004  9.999632541892e-001  1.000000000000e+000  
  9.418895965228e+000  -5.406926744115e-004  9.999632541893e-001  1.000000000000e+000  
  9.440608762859e+000  -5.419390997531e-004  9.999632541893e-001  1.000000000000e+000  
  9.462371613657e+000  -5.431883984018e-004  9.999632541893e-001  1.000000000000e+000  
  9.484184633008e+000  -5.444405769813e-004  9.999632541894e-001  1.000000000000e+000  
  9.506047936562e+000  -5.456956421306e-004  9.999632541894e-001  1.000000000000e+000  
  9.527961640236e+000  -5.469536005038e-004  9.999632541894e-001  1.000000000000e+000  
  9.549925860214e+000  -5.482144587706e-004  9.999632541895e-001  1.000000000000e+000  
  9.571940712948e+000  -5.494782236159e-004  9.999632541895e-001  1.000000000000e+000  
  9.594006315159e+000  -5.507449017400e-004  9.999632541895e-001  1.000000000000e+000  
  9.616122783836e+000  -5.520144998587e-004  9.999632541896e-001  1.000000000000e+000  
  9.638290236239e+000  -5.532870247034e-004  9.999632541896e-001  1.000000000000e+000  
  9.660508789898e+000  -5.545624830208e-004  9.999632541896e-001  1.000000000000e+000  
  9.682778562612e+000  -5.558408815733e-004  9.999632541897e-001  1.000000000000e+000  
  9.705099672454e+000  -5.571222271388e-004  9.999632541897e-001  1.000000000000e+000  
  9.727472237769e+000  -5.584065265109e-004  9.999632541897e-001  1.000000000000e+000  
  9.749896377173e+000  -5.596937864989e-004  9.999632541898e-001  1.000000000000e+000  
  9.772372209558e+000  -5.609840139275e-004  9.999632541898e-001  1.000000000000e+000  
  9.794899854086e+000  -5.622772156376e-004  9.999632541898e-001  1.000000000000e+000  
  9.817479430199e+000  -5.635733984855e-004  9.999632541899e-001  1.000000000000e+000  
  9.840111057611e+000  -5.648725693434e-004  9.999632541899e-001  1.000000000000e+000  
  9.862794856312e+000  -5.661747350995e-004  9.999632541899e-001  1.000000000000e+000  
  9.885530946569e+000  -5.674799026577e-004  9.999632541900e-001  1.000000000000e+000  
  9.908319448927e+000  -5.687880789378e-004  9.999632541900e-001  1.000000000000e+000  
  9.931160484209e+000  -5.700992708756e-004  9.999632541900e-001  1.000000000000e+000  
  9.954054173515e+000  -5.714134854231e-004  9.999632541901e-001  1.000000000000e+000  
  9.977000638225e+000  -5.727307295480e-004  9.999632541901e-001  1.000000000000e+000  
  9.999999999999e+000  -5.740510102342e-004  9.999632541901e-001  1.000000000000e+000  
  1.002305238078e+001  -5.753743344817e-004  9.999632541902e-001  1.000000000000e+000  
  1.004615790278e+001  -5.767007093067e-004  9.999632541902e-001  1.000000000000e+000  
  1.006931668852e+001  -5.780301417414e-004  9.999632541903e-001  1.000000000000e+000  
  1.009252886077e+001  -5.793626388344e-004  9.999632541903e-001  1.000000000000e+000  
  1.011579454260e+001  -5.806982076504e-004  9.999632541903e-001  1.000000000000e+000  
  1.013911385737e+001  -5.820368552705e-004  9.999632541904e-001  1.000000000000e+000  
  1.016248692871e+001  -5.833785887921e-004  9.999632541904e-001  1.000000000000e+000  
  1.018591388054e+001  -5.847234153289e-004  9.999632541904e-001  1.000000000000e+000  
  1.020939483708e+001  -5.860713420110e-004  9.999632541905e-001  1.000000000000e+000  
  1.023292992281e+001  -5.874223759850e-004  9.999632541905e-001  1.000000000000e+000  
  1.025651926251e+001  -5.887765244140e-004  9.999632541906e-001  1.000000000000e+000  
  1.028016298126e+001  -5.901337944775e-004  9.999632541906e-001  1.000000000000e+000  
  1.030386120442e+001  -5.914941933717e-004  9.999632541906e-001  1.000000000000e+000  
  1.032761405761e+001  -5.928577283092e-004  9.999632541907e-001  1.000000000000e+000  
  1.035142166679e+001  -5.942244065193e-004  9.999632541907e-001  1.000000000000e+000  
  1.037528415818e+001  -5.955942352481e-004  9.999632541907e-001  1.000000000000e+000  
  1.039920165829e+001  -5.969672217583e-004  9.999632541908e-001  1.000000000000e+000  
  1.042317429393e+001  -5.983433733292e-004  9.999632541908e-001  1.000000000000e+000  
  1.044720219221e+001  -5.997226972571e-004  9.999632541909e-001  1.000000000000e+000  
  1.047128548051e+001  -6.011052008551e-004  9.999632541909e-001  1.000000000000e+000  
  1.049542428652e+001  -6.024908914530e-004  9.999632541909e-001  1.000000000000e+000  
  1.051961873823e+001  -6.038797763977e-004  9.999632541910e-001  1.000000000000e+000  
  1.054386896391e+001  -6.052718630528e-004  9.999632541910e-001  1.000000000000e+000  
  1.056817509214e+001  -6.066671587990e-004  9.999632541911e-001  1.000000000000e+000  
  1.059253725177e+001  -6.080656710342e-004  9.999632541911e-001  1.000000000000e+000  
